index,cpu,gpu,ram_type,ram_size,storage,display_size,display_type,display_fps,name,image,price,Disount,budget_class,uid,type,timestamp,action,query
6,9th Generation Intel Core i9-9980HK,NVIDIA GeForce RTX 2080 8GB GDDR6 with Max-Q Design,DDR4,16,4000,17.3,FHD,144,New Alienware m17 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-PROC-PROC_BRAND-core_i7_2_us_smb.png,302927,0,high,QngI4Y,storage_p,4/6/2019 16:03,view,3999gb
6,9th Generation Intel Core i9-9980HK,NVIDIA GeForce RTX 2080 8GB GDDR6 with Max-Q Design,DDR4,16,4000,17.3,FHD,144,New Alienware m17 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-PROC-PROC_BRAND-core_i7_2_us_smb.png,302927,0,high,QngI4Y,storage_p,4/7/2019 17:45,bought,4001memory
6,9th Generation Intel Core i9-9980HK,NVIDIA GeForce RTX 2080 8GB GDDR6 with Max-Q Design,DDR4,16,4000,17.3,FHD,144,New Alienware m17 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-PROC-PROC_BRAND-core_i7_2_us_smb.png,302927,0,high,QngI4Y,storage_p,4/7/2019 19:26,view,3998storage
6,9th Generation Intel Core i9-9980HK,NVIDIA GeForce RTX 2080 8GB GDDR6 with Max-Q Design,DDR4,16,4000,17.3,FHD,144,New Alienware m17 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-PROC-PROC_BRAND-core_i7_2_us_smb.png,302927,0,high,QngI4Y,storage_p,4/9/2019 20:59,view,4001memory
6,9th Generation Intel Core i9-9980HK,NVIDIA GeForce RTX 2080 8GB GDDR6 with Max-Q Design,DDR4,16,4000,17.3,FHD,144,New Alienware m17 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-PROC-PROC_BRAND-core_i7_2_us_smb.png,302927,0,high,QngI4Y,storage_p,4/9/2019 23:03,add_cart,4001memory
6,9th Generation Intel Core i9-9980HK,NVIDIA GeForce RTX 2080 8GB GDDR6 with Max-Q Design,DDR4,16,4000,17.3,FHD,144,New Alienware m17 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-PROC-PROC_BRAND-core_i7_2_us_smb.png,302927,0,high,QngI4Y,storage_p,4/11/2019 0:09,delete_cart,3999gb
6,9th Generation Intel Core i9-9980HK,NVIDIA GeForce RTX 2080 8GB GDDR6 with Max-Q Design,DDR4,16,4000,17.3,FHD,144,New Alienware m17 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-PROC-PROC_BRAND-core_i7_2_us_smb.png,302927,0,high,QngI4Y,storage_p,4/11/2019 2:42,add_cart,4001storage
6,9th Generation Intel Core i9-9980HK,NVIDIA GeForce RTX 2080 8GB GDDR6 with Max-Q Design,DDR4,16,4000,17.3,FHD,144,New Alienware m17 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-PROC-PROC_BRAND-core_i7_2_us_smb.png,302927,0,high,QngI4Y,storage_p,4/11/2019 5:21,add_cart,3999gb
6,9th Generation Intel Core i9-9980HK,NVIDIA GeForce RTX 2080 8GB GDDR6 with Max-Q Design,DDR4,16,4000,17.3,FHD,144,New Alienware m17 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-PROC-PROC_BRAND-core_i7_2_us_smb.png,302927,0,high,QngI4Y,storage_p,4/12/2019 6:48,add_cart,3998storage
6,9th Generation Intel Core i9-9980HK,NVIDIA GeForce RTX 2080 8GB GDDR6 with Max-Q Design,DDR4,16,4000,17.3,FHD,144,New Alienware m17 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-PROC-PROC_BRAND-core_i7_2_us_smb.png,302927,0,high,QngI4Y,storage_p,4/12/2019 7:49,add_cart,4000gb
6,9th Generation Intel Core i9-9980HK,NVIDIA GeForce RTX 2080 8GB GDDR6 with Max-Q Design,DDR4,16,4000,17.3,FHD,144,New Alienware m17 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-PROC-PROC_BRAND-core_i7_2_us_smb.png,302927,0,high,QngI4Y,storage_p,4/14/2019 10:29,view,4000gb
6,9th Generation Intel Core i9-9980HK,NVIDIA GeForce RTX 2080 8GB GDDR6 with Max-Q Design,DDR4,16,4000,17.3,FHD,144,New Alienware m17 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-PROC-PROC_BRAND-core_i7_2_us_smb.png,302927,0,high,QngI4Y,storage_p,4/14/2019 13:17,add_cart,3999gb
6,9th Generation Intel Core i9-9980HK,NVIDIA GeForce RTX 2080 8GB GDDR6 with Max-Q Design,DDR4,16,4000,17.3,FHD,144,New Alienware m17 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-PROC-PROC_BRAND-core_i7_2_us_smb.png,302927,0,high,QngI4Y,storage_p,4/14/2019 16:38,bought,3998memory
21,9th Generation Intel Core i7-9700K,NVIDIA GeForce RTX 2070 8GB GDDR6 (OC Ready),DDR4,16,512,17.3,FHD,144,Alienware Area-51m Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/dellmicrocontent/publishingimages/Win10_fragment-(2).png,233240,0,high,fhzYow,budget_class,5/2/2019 14:22,add_cart,Gaming
18,9th Generation Intel Core i9-9900K,NVIDIA GeForce RTX 2080 8GB GDDR6 (OC Ready),DDR4,64,2000,17.3,FHD,144,Alienware Area-51m Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-MEMRY-MEMRY_SIZE_GB-16_us_dhs.png,379015,0,high,fhzYow,budget_class,5/2/2019 19:53,view,Gaming Alienware
20,9th Generation Intel Core i9-9900,NVIDIA GeForce RTX 2080 8GB GDDR6 (OC Ready),DDR4,32,512,17.3,FHD,144,Alienware Area-51m Gaming Laptop,//i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/alienware_notebooks/m17_r1/global_spi/notebook-alienware-m-17-r1-bestof-500-ng.psd?fmt=jpg,305772,0,high,fhzYow,budget_class,5/3/2019 21:37,bought,Laptop Area-51m
9,8th Generation Intel Core i9-8950HK,NVIDIA GeForce RTX 2080 8GB GDDR6 with Max-Q Design,DDR4,32,1000,17.3,UHD,60,Alienware m17 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-HDRV-HD_CAPACITY_GB-1000_us_dhs.png,284083,0,high,fhzYow,budget_class,5/3/2019 22:40,add_cart,m17 Laptop Gaming
8,8th Generation Intel Core i9-8950HK,NVIDIA GeForce RTX 2080 8GB GDDR6 with Max-Q Design,DDR4,32,512,17.3,UHD,60,Alienware m17 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-MEMRY-MEMRY_SIZE_GB-16_us_dhs.png,262750,0,high,fhzYow,budget_class,5/4/2019 0:21,view,Alienware Laptop m17 Gaming
5,8th Generation Intel Core i9-8950HK,NVIDIA GeForce RTX 2080 8GB GDDR6 with Max-Q Design,DDR4,32,512,17.3,UHD,60,Alienware m17 Gaming Laptop,//i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/alienware_notebooks/m17_r1/global_spi/notebook-alienware-m-17-r1-bestof-500-ng.psd?fmt=jpg,262750,0,high,fhzYow,budget_class,5/6/2019 1:22,view,Alienware m17
20,9th Generation Intel Core i9-9900,NVIDIA GeForce RTX 2080 8GB GDDR6 (OC Ready),DDR4,32,512,17.3,FHD,144,Alienware Area-51m Gaming Laptop,//i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/alienware_notebooks/m17_r1/global_spi/notebook-alienware-m-17-r1-bestof-500-ng.psd?fmt=jpg,305772,0,high,fhzYow,budget_class,5/7/2019 3:18,view,Laptop Alienware
9,8th Generation Intel Core i9-8950HK,NVIDIA GeForce RTX 2080 8GB GDDR6 with Max-Q Design,DDR4,32,1000,17.3,UHD,60,Alienware m17 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-HDRV-HD_CAPACITY_GB-1000_us_dhs.png,284083,0,high,fhzYow,budget_class,5/7/2019 8:24,add_cart,Alienware
20,9th Generation Intel Core i9-9900,NVIDIA GeForce RTX 2080 8GB GDDR6 (OC Ready),DDR4,32,512,17.3,FHD,144,Alienware Area-51m Gaming Laptop,//i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/alienware_notebooks/m17_r1/global_spi/notebook-alienware-m-17-r1-bestof-500-ng.psd?fmt=jpg,305772,0,high,fhzYow,budget_class,5/7/2019 9:45,view,Alienware Area-51m
5,8th Generation Intel Core i9-8950HK,NVIDIA GeForce RTX 2080 8GB GDDR6 with Max-Q Design,DDR4,32,512,17.3,UHD,60,Alienware m17 Gaming Laptop,//i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/alienware_notebooks/m17_r1/global_spi/notebook-alienware-m-17-r1-bestof-500-ng.psd?fmt=jpg,262750,0,high,fhzYow,budget_class,5/7/2019 11:06,bought,m17
9,8th Generation Intel Core i9-8950HK,NVIDIA GeForce RTX 2080 8GB GDDR6 with Max-Q Design,DDR4,32,1000,17.3,UHD,60,Alienware m17 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-HDRV-HD_CAPACITY_GB-1000_us_dhs.png,284083,0,high,fhzYow,budget_class,5/10/2019 18:02,add_cart,Laptop Gaming m17
21,9th Generation Intel Core i7-9700K,NVIDIA GeForce RTX 2070 8GB GDDR6 (OC Ready),DDR4,16,512,17.3,FHD,144,Alienware Area-51m Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/dellmicrocontent/publishingimages/Win10_fragment-(2).png,233240,0,high,fhzYow,budget_class,5/10/2019 22:22,view,Alienware Area-51m
4,8th Generation Intel Core i9-8950HK,NVIDIA GeForce RTX 2080 8GB GDDR6 with Max-Q Design,DDR4,32,1000,17.3,UHD,60,Alienware m17 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-HDRV-HD_CAPACITY_GB-1000_us_dhs.png,284083,0,high,fhzYow,budget_class,5/10/2019 23:53,delete_cart,Alienware Gaming
6,9th Generation Intel Core i9-9980HK,NVIDIA GeForce RTX 2080 8GB GDDR6 with Max-Q Design,DDR4,16,4000,17.3,FHD,144,New Alienware m17 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-PROC-PROC_BRAND-core_i7_2_us_smb.png,302927,0,high,fhzYow,budget_class,5/11/2019 1:00,delete_cart,New m17 Gaming Alienware
29,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2060 6GB GDDR6,DDR4,16,512,17.3,FHD,1080,Dell G7 17 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/dellmicrocontent/publishingimages/Win10_fragment-(2).png,126503,0,mid,REDyVr,budget_class,9/16/2019 15:19,view,Gaming Laptop
11,9th Generation Intel Core i7-9750H,NVIDIA GeForce GTX 1660 Ti 6GB GDDR6,DDR4,16,256,15.6,FHD,144,Alienware m15 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-PROC-PROC_BRAND-core_i7_2_us_smb.png,120886,0,mid,REDyVr,budget_class,9/16/2019 20:45,add_cart,m15 Laptop Gaming
15,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2060 6GB GDDR6 (OC Ready),DDR4,16,512,15.6,FHD,144,Alienware m15 Gaming Laptop,//i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/alienware_notebooks/m15_r1/global_spi/notebook-alienware-m15-r1-relsize-ss-imprl-500-ng.psd?fmt=jpg,137241,0,mid,REDyVr,budget_class,9/19/2019 22:18,view,Laptop
1,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2060 6GB GDDR6 (OC Ready),DDR4,16,256,17.3,FHD,60,Alienware m17 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-PROC-PROC_BRAND-core_i7_2_us_smb.png,122664,0,mid,REDyVr,budget_class,9/19/2019 23:21,bought,Alienware Laptop
33,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2060 6GB GDDR6,DDR4,16,512,17.3,FHD,1080,Dell G7 17 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-PROC-PROC_BRAND-core_i7_2_us_smb.png,126503,0,mid,REDyVr,budget_class,9/20/2019 0:26,view,Dell Gaming Laptop
32,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2060 6GB GDDR6,DDR4,16,256,15.6,FHD,1080,Dell G7 15 Gaming Laptop,//i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/alienware_notebooks/alienware_m17_r2/global_spi/non-tobii-white/ng/notebook-alienware-m17-r2-non-tobii-bestof-500-ng.psd?fmt=jpg,126503,0,mid,REDyVr,budget_class,9/20/2019 2:07,view,15
27,9th Generation Intel Core i5-9300H,NVIDIA GeForce GTX 1650 4GB GDDR5,DDR4,8,128,15.6,FHD,144,New Dell G3 15 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-HDRV-HD_CAPACITY_GB-1000_us_dhs.png,67482,0,low,twrZew,cpu_1,7/12/2019 17:43,view,i5-9300H 9th Generation
12,8th Generation Intel Core  i7-8750H,NVIDIA GeForce RTX 2080 8GB GDDR6 with Max-Q Design,DDR4,16,512,15.6,FHD,240,Alienware m15 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/dellmicrocontent/publishingimages/Win10_fragment-(2).png,195551,0,mid,twrZew,cpu_1,7/14/2019 22:23,view,Intel  Core
27,9th Generation Intel Core i5-9300H,NVIDIA GeForce GTX 1650 4GB GDDR5,DDR4,8,128,15.6,FHD,144,New Dell G3 15 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-HDRV-HD_CAPACITY_GB-1000_us_dhs.png,67482,0,low,twrZew,cpu_1,7/15/2019 3:05,view,9th i5-9300H Core Generation
2,8th Generation Intel Core i7-8750H,NVIDIA GeForce RTX 2070 8GB GDDR6 with Max-Q Design,DDR4,16,1000,17.3,QHD,120,Alienware m17 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/dellmicrocontent/publishingimages/Win10_fragment-(2).png,174218,0,mid,twrZew,cpu_1,7/15/2019 4:07,view,i7-8750H
27,9th Generation Intel Core i5-9300H,NVIDIA GeForce GTX 1650 4GB GDDR5,DDR4,8,128,15.6,FHD,144,New Dell G3 15 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-HDRV-HD_CAPACITY_GB-1000_us_dhs.png,67482,0,low,twrZew,cpu_1,7/15/2019 6:07,view,Core
27,9th Generation Intel Core i5-9300H,NVIDIA GeForce GTX 1650 4GB GDDR5,DDR4,8,128,15.6,FHD,144,New Dell G3 15 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-HDRV-HD_CAPACITY_GB-1000_us_dhs.png,67482,0,low,twrZew,cpu_1,7/15/2019 8:17,add_cart,9th Intel Generation i5-9300H
12,8th Generation Intel Core  i7-8750H,NVIDIA GeForce RTX 2080 8GB GDDR6 with Max-Q Design,DDR4,16,512,15.6,FHD,240,Alienware m15 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/dellmicrocontent/publishingimages/Win10_fragment-(2).png,195551,0,mid,twrZew,cpu_1,7/18/2019 9:53,add_cart,8th i7-8750H Generation Core
10,8th Generation Intel Core  i7-8750H,NVIDIA GeForce RTX 2070 8GB GDDR6 with Max-Q Design,DDR4,16,512,15.6,FHD,144,Alienware m15 Gaming Laptop,//i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/alienware_notebooks/m17_r1/global_spi/notebook-alienware-m-17-r1-bestof-500-ng.psd?fmt=jpg,170663,0,mid,twrZew,cpu_1,7/21/2019 11:23,view, Core i7-8750H 8th
27,9th Generation Intel Core i5-9300H,NVIDIA GeForce GTX 1650 4GB GDDR5,DDR4,8,128,15.6,FHD,144,New Dell G3 15 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-HDRV-HD_CAPACITY_GB-1000_us_dhs.png,67482,0,low,twrZew,cpu_1,7/22/2019 12:50,view,9th
36,9th Generation Intel Core i5-9300H,NVIDIA GeForce GTX 1650 4GB GDDR5,DDR4,8,128,15.6,FHD,1080,Dell G5 15 SE Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-HDRV-HD_CAPACITY_GB-512_us_dhs.png,72460,0,low,G2S1Wk,cpu_1,8/13/2019 14:46,view,Intel i5-9300H Generation 9th
16,8th Generation Intel Core  i7-8750H,NVIDIA GeForce RTX 2070 8GB GDDR6 with Max-Q Design,DDR4,16,512,15.6,FHD,144,Alienware m15 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-PROC-PROC_BRAND-core_i7_2_us_smb.png,156441,0,mid,G2S1Wk,cpu_1,8/13/2019 18:36,add_cart,
3,8th Generation Intel Core  i7-8750H,NVIDIA GeForce RTX 2070 8GB GDDR6 with Max-Q Design,DDR4,16,512,15.6,FHD,144,Alienware m15 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-MEMRY-MEMRY_SIZE_GB-8_us_dhs.png,170663,0,mid,G2S1Wk,cpu_1,8/16/2019 20:16,view,Generation i7-8750H
25,9th Generation Intel Core i5-9300H,NVIDIA GeForce GTX 1660 Ti 6GB GDDR6,DDR4,8,256,15.6,FHD,60,New Alienware m15 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/dellmicrocontent/publishingimages/Win10_fragment-(2).png,99553,0,low,G2S1Wk,cpu_1,8/17/2019 21:43,bought,i5-9300H Intel Generation
12,8th Generation Intel Core  i7-8750H,NVIDIA GeForce RTX 2080 8GB GDDR6 with Max-Q Design,DDR4,16,512,15.6,FHD,240,Alienware m15 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/dellmicrocontent/publishingimages/Win10_fragment-(2).png,195551,0,mid,G2S1Wk,cpu_1,8/18/2019 23:18,add_cart,i7-8750H Core Intel Generation
16,8th Generation Intel Core  i7-8750H,NVIDIA GeForce RTX 2070 8GB GDDR6 with Max-Q Design,DDR4,16,512,15.6,FHD,144,Alienware m15 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-PROC-PROC_BRAND-core_i7_2_us_smb.png,156441,0,mid,G2S1Wk,cpu_1,8/24/2019 2:06,add_cart, Generation 8th i7-8750H
13,8th Generation Intel Core i9-8950HK,NVIDIA GeForce RTX 2080 8GB GDDR6 with Max-Q Design,DDR4,32,1000,15.6,OLED,2160,Alienware m15 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-MEMRY-MEMRY_SIZE_GB-16_us_dhs.png,273772,0,high,OmUNMN,budget_class,7/25/2018 15:25,view,Alienware Gaming
8,8th Generation Intel Core i9-8950HK,NVIDIA GeForce RTX 2080 8GB GDDR6 with Max-Q Design,DDR4,32,512,17.3,UHD,60,Alienware m17 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-MEMRY-MEMRY_SIZE_GB-16_us_dhs.png,262750,0,high,OmUNMN,budget_class,7/25/2018 22:00,bought,Gaming Alienware Laptop
8,8th Generation Intel Core i9-8950HK,NVIDIA GeForce RTX 2080 8GB GDDR6 with Max-Q Design,DDR4,32,512,17.3,UHD,60,Alienware m17 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-MEMRY-MEMRY_SIZE_GB-16_us_dhs.png,262750,0,high,OmUNMN,budget_class,7/27/2018 0:24,add_cart,Gaming
9,8th Generation Intel Core i9-8950HK,NVIDIA GeForce RTX 2080 8GB GDDR6 with Max-Q Design,DDR4,32,1000,17.3,UHD,60,Alienware m17 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-HDRV-HD_CAPACITY_GB-1000_us_dhs.png,284083,0,high,OmUNMN,budget_class,7/27/2018 1:43,view,Alienware Gaming Laptop m17
4,8th Generation Intel Core i9-8950HK,NVIDIA GeForce RTX 2080 8GB GDDR6 with Max-Q Design,DDR4,32,1000,17.3,UHD,60,Alienware m17 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-HDRV-HD_CAPACITY_GB-1000_us_dhs.png,284083,0,high,OmUNMN,budget_class,7/27/2018 4:58,view,Alienware Laptop m17 Gaming
20,9th Generation Intel Core i9-9900,NVIDIA GeForce RTX 2080 8GB GDDR6 (OC Ready),DDR4,32,512,17.3,FHD,144,Alienware Area-51m Gaming Laptop,//i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/alienware_notebooks/m17_r1/global_spi/notebook-alienware-m-17-r1-bestof-500-ng.psd?fmt=jpg,305772,0,high,OmUNMN,budget_class,7/27/2018 7:44,add_cart,Alienware
5,8th Generation Intel Core i9-8950HK,NVIDIA GeForce RTX 2080 8GB GDDR6 with Max-Q Design,DDR4,32,512,17.3,UHD,60,Alienware m17 Gaming Laptop,//i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/alienware_notebooks/m17_r1/global_spi/notebook-alienware-m-17-r1-bestof-500-ng.psd?fmt=jpg,262750,0,high,OmUNMN,budget_class,7/30/2018 9:24,view,Alienware
13,8th Generation Intel Core i9-8950HK,NVIDIA GeForce RTX 2080 8GB GDDR6 with Max-Q Design,DDR4,32,1000,15.6,OLED,2160,Alienware m15 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-MEMRY-MEMRY_SIZE_GB-16_us_dhs.png,273772,0,high,OmUNMN,budget_class,8/4/2018 10:47,view,Gaming
9,8th Generation Intel Core i9-8950HK,NVIDIA GeForce RTX 2080 8GB GDDR6 with Max-Q Design,DDR4,32,1000,17.3,UHD,60,Alienware m17 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-HDRV-HD_CAPACITY_GB-1000_us_dhs.png,284083,0,high,OmUNMN,budget_class,8/4/2018 11:50,add_cart,Laptop m17
20,9th Generation Intel Core i9-9900,NVIDIA GeForce RTX 2080 8GB GDDR6 (OC Ready),DDR4,32,512,17.3,FHD,144,Alienware Area-51m Gaming Laptop,//i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/alienware_notebooks/m17_r1/global_spi/notebook-alienware-m-17-r1-bestof-500-ng.psd?fmt=jpg,305772,0,high,OmUNMN,budget_class,8/9/2018 18:48,view,Laptop
22,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2070 8GB GDDR6 with Max-Q Design,DDR4,16,512,15.6,FHD,144,New Alienware m15 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-MEMRY-MEMRY_SIZE_GB-32_us_dhs.png,167818,0,mid,HBDoLy,gpu_1,6/7/2017 14:07,view,Design 2070 8GB GeForce
16,8th Generation Intel Core  i7-8750H,NVIDIA GeForce RTX 2070 8GB GDDR6 with Max-Q Design,DDR4,16,512,15.6,FHD,144,Alienware m15 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-PROC-PROC_BRAND-core_i7_2_us_smb.png,156441,0,mid,HBDoLy,gpu_1,6/7/2017 18:28,view,NVIDIA 8GB GeForce with
7,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2060 6GB GDDR6 (OC Ready),DDR4,16,512,17.3,FHD,144,New Alienware m17 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/dellmicrocontent/publishingimages/Win10_fragment-(2).png,150041,0,mid,HBDoLy,gpu_1,6/8/2017 20:02,bought,GeForce 2060 Ready) (OC
22,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2070 8GB GDDR6 with Max-Q Design,DDR4,16,512,15.6,FHD,144,New Alienware m15 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-MEMRY-MEMRY_SIZE_GB-32_us_dhs.png,167818,0,mid,HBDoLy,gpu_1,6/9/2017 23:52,view,Design
22,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2070 8GB GDDR6 with Max-Q Design,DDR4,16,512,15.6,FHD,144,New Alienware m15 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-MEMRY-MEMRY_SIZE_GB-32_us_dhs.png,167818,0,mid,HBDoLy,gpu_1,6/10/2017 1:35,view,NVIDIA RTX GDDR6
22,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2070 8GB GDDR6 with Max-Q Design,DDR4,16,512,15.6,FHD,144,New Alienware m15 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-MEMRY-MEMRY_SIZE_GB-32_us_dhs.png,167818,0,mid,HBDoLy,gpu_1,6/10/2017 2:54,view,Max-Q NVIDIA Design with
7,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2060 6GB GDDR6 (OC Ready),DDR4,16,512,17.3,FHD,144,New Alienware m17 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/dellmicrocontent/publishingimages/Win10_fragment-(2).png,150041,0,mid,HBDoLy,gpu_1,6/11/2017 5:14,delete_cart,GDDR6 (OC NVIDIA GeForce
2,8th Generation Intel Core i7-8750H,NVIDIA GeForce RTX 2070 8GB GDDR6 with Max-Q Design,DDR4,16,1000,17.3,QHD,120,Alienware m17 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/dellmicrocontent/publishingimages/Win10_fragment-(2).png,174218,0,mid,HBDoLy,gpu_1,6/11/2017 8:56,bought,GDDR6 Max-Q
